director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western,director_high,director_low,actor_1_high,actor_1_low,actor_2_high,actor_2_low,actor_3_high,actor_3_low
Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,144512310.0,action,Paul Walker,The Fast and the Furious ,272227,45327,Jordana Brewster,2.0,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988.0,English,USA,PG-13,38000000.0,2001.0,14000.0,6.7,2.35,14000,106512310.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
John Wells,175.0,101.0,53.0,580.0,Omar Sy,14000.0,13650738.0,comedy,Bradley Cooper,Burnt ,61360,16926,Riccardo Scamarcio,1.0,chef|gay kiss|michelin star|restaurant|violent behavior,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129.0,English,USA,R,20000000.0,2015.0,1000.0,6.6,2.35,25000,-6349262.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Charles Stone III,63.0,104.0,30.0,635.0,Chris Noth,1000.0,21800302.0,romance,Bernie Mac,Mr 3000 ,12164,4462,Paul Sorvino,1.0,baseball|baseball movie|cartoon on tv|dodge viper|retirement,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63.0,English,USA,PG-13,30000000.0,2004.0,962.0,5.5,1.85,491,-8199698.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
Finn Taylor,28.0,97.0,4.0,301.0,Cathy Moriarty,611.0,464655.0,comedy,David Arquette,Dream with the Fishes ,1524,1692,Kathryn Erbe,0.0,dying|to do list|twenty something|underwear|voyeur,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,29.0,English,USA,R,1000000.0,1997.0,394.0,7.0,1.85,166,-535345.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Juan Carlos Fresnadillo,274.0,100.0,35.0,306.0,Harold Perrineau,10000.0,28637507.0,drama,Jeremy Renner,28 Weeks Later ,212167,11471,Catherine McCormack,1.0,paris france|rage|sniper|u.s. army|zombie apocalypse,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713.0,English,UK,R,15000000.0,2007.0,1000.0,7.0,1.85,0,13637507.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
M. Night Shyamalan,323.0,91.0,0.0,751.0,Alan Ruck,11000.0,64505912.0,thriller,Zooey Deschanel,The Happening ,163130,13654,Kristen Connolly,0.0,bee|nature|park|school|teacher,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,1264.0,English,USA,R,48000000.0,2008.0,946.0,5.0,1.85,6000,16505912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
Barry Sonnenfeld,451.0,106.0,188.0,718.0,Michael Stuhlbarg,10000.0,179020854.0,comedy,Will Smith,Men in Black 3 ,268154,12572,Nicole Scherzinger,1.0,alien|criminal|m.i.b.|maximum security prison|prison,http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1,341.0,English,USA,PG-13,225000000.0,2012.0,816.0,6.8,1.85,40000,-45979146.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Larry Blamire,88.0,90.0,56.0,56.0,Brian Howe,126.0,110536.0,comedy,Fay Masterson,The Lost Skeleton of Cadavra ,4117,284,Larry Blamire,1.0,alien|cave|husband wife relationship|monster|skeleton,http://www.imdb.com/title/tt0307109/?ref_=fn_tt_tt_1,118.0,English,USA,PG,40000.0,2001.0,76.0,7.0,1.85,0,70536.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Jon M. Chu,196.0,129.0,209.0,886.0,Morgan Freeman,11000.0,64685359.0,adventure,Daniel Radcliffe,Now You See Me 2 ,40862,23031,Sanaa Lathan,6.0,card trick|london england|magician|rain machine|rooftop,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,90000000.0,2016.0,11000.0,6.9,2.35,15000,-25314641.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
John Stockwell,84.0,135.0,134.0,525.0,Jay Hernandez,4000.0,16929123.0,drama,Kirsten Dunst,Crazy/Beautiful ,21406,6214,Rolando Molina,2.0,congressman|high school|latino|pacific palisades|school,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,169.0,English,USA,PG-13,14000000.0,2001.0,1000.0,6.5,1.85,0,2929123.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Stephen Carpenter,64.0,84.0,12.0,102.0,Angela Featherstone,159.0,3100650.0,horror,Melissa Sagemiller,Soul Survivors ,7277,417,Candace Kroslak,4.0,car accident|college|ghost|girl in panties|white panties,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,14000000.0,2001.0,102.0,3.9,1.85,231,-10899350.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Kasi Lemmons,40.0,93.0,148.0,170.0,Mary J. Blige,549.0,7017178.0,family,Jennifer Hudson,Black Nativity ,1633,1373,Vondie Curtis-Hall,5.0,based on stage musical|based on the bible|christmas|color in title|nativity,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,17.0,English,USA,PG,17500000.0,2013.0,269.0,4.4,2.35,0,-10482822.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Doug Liman,249.0,119.0,218.0,73.0,Josh Hamilton,13000.0,121468960.0,mystery,Matt Damon,The Bourne Identity ,407601,13249,Nicky Naudé,1.0,amnesia|assassin|money|political thriller|three word title,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,849.0,English,USA,PG-13,60000000.0,2002.0,147.0,7.9,2.35,0,61468960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Tim Johnson,165.0,94.0,12.0,183.0,Matt Jones,17000.0,177343675.0,comedy,Jim Parsons,Home ,70121,17883,April Winchell,0.0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214.0,English,USA,PG,135000000.0,2015.0,523.0,6.7,1.85,26000,42343675.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
John Lasseter,256.0,117.0,487.0,769.0,Cheech Marin,1000.0,244052771.0,animation,John Ratzenberger,Cars ,263853,4905,George Carlin,0.0,car|desert|route 66|tow truck|truck,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,584.0,English,USA,G,120000000.0,2006.0,843.0,7.2,2.35,0,124052771.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Francis Lawrence,403.0,123.0,508.0,14000.0,Philip Seymour Hoffman,34000.0,337103873.0,sci_fi,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,305008,81385,Josh Hutcherson,1.0,based on young adult novel|manipulation|rebellion|symbol|uprising,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,591.0,English,USA,PG-13,125000000.0,2014.0,22000.0,6.7,2.35,52000,212103873.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
Brett Leonard,44.0,106.0,32.0,650.0,Costas Mandylor,18000.0,24048000.0,thriller,Denzel Washington,Virtuosity ,23579,20772,Traci Lords,1.0,android|ex cop|serial killer|virtual character come to life|virtual reality,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,88.0,English,USA,R,30000000.0,1995.0,723.0,5.5,2.35,0,-5952000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
Ron Shelton,73.0,124.0,41.0,197.0,Robert Wagner,512.0,8427204.0,drama,Willie Garson,Play It to the Bone ,10100,1523,Lolita Davidovich,0.0,boxing movie|friendship|highway travel|male rear nudity|road movie,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,59.0,English,USA,R,24000000.0,1999.0,481.0,5.4,2.35,153,-15572796.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Stéphane Aubier,99.0,80.0,2.0,186.0,Megan Mullally,6000.0,71442.0,animation,Mackenzie Foy,Ernest & Celestine ,12029,6829,Lambert Wilson,0.0,bear|dentist|friendship|mouse|prejudice,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,32.0,French,France,PG,9600000.0,2012.0,637.0,7.9,1.85,0,-9528558.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
John Lasseter,117.0,95.0,487.0,1000.0,Madeline Kahn,18000.0,162792677.0,adventure,Kevin Spacey,A Bug's Life ,211226,24205,John Ratzenberger,0.0,ant|circus|grasshopper|misunderstanding|overhearing,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,317.0,English,USA,G,120000000.0,1998.0,1000.0,7.2,2.35,0,42792677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Lana Wachowski,275.0,138.0,0.0,30.0,Daniel Bernhardt,234.0,281492479.0,action,Steve Bastoni,The Matrix Reloaded ,421818,534,Helmut Bakaitis,0.0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789.0,English,USA,R,150000000.0,2003.0,198.0,7.2,2.35,0,131492479.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Dan Gilroy,534.0,117.0,66.0,85.0,Michael Papajohn,15000.0,32279955.0,crime,Jake Gyllenhaal,Nightcrawler ,293304,15554,James Huang,1.0,employer employee relationship|ethics|journalism|sociopath|tv news,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,552.0,English,USA,R,8500000.0,2014.0,241.0,7.9,2.35,65000,23779955.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Shane Meadows,172.0,101.0,222.0,698.0,Joseph Gilgun,1000.0,327919.0,crime,Stephen Graham,This Is England ,99177,3282,Jack O'Connell,0.0,england|racism|racist|skinhead|violence,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,192.0,English,UK,Unrated,1500000.0,2006.0,788.0,7.7,1.85,11000,-1172081.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
D.J. Caruso,288.0,109.0,154.0,144.0,Emily Wickersham,15000.0,55092830.0,thriller,Alex Pettyfer,I Am Number Four ,195043,15608,Reuben Langdon,1.0,based on young adult novel|good versus evil|guardian|human alien|ohio,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,329.0,English,USA,PG-13,60000000.0,2011.0,348.0,6.1,1.85,27000,-4907170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
John Moore,228.0,103.0,212.0,248.0,Beau Bridges,15000.0,40687294.0,thriller,Mila Kunis,Max Payne ,107772,16249,Jamie Hector,1.0,corporation|death|ex partner|hallucination|police detective,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,398.0,English,Canada,PG-13,35000000.0,2008.0,552.0,5.4,2.35,0,5687294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
Renny Harlin,167.0,125.0,212.0,394.0,Alan Ford,613.0,41814863.0,horror,James D'Arcy,Exorcist: The Beginning ,28635,1970,Izabella Scorupco,0.0,archeologist|church|excavation|faith|relic,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308.0,English,USA,R,50000000.0,2004.0,422.0,5.1,2.0,893,-8185137.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Jon Turteltaub,39.0,98.0,226.0,496.0,Leon,953.0,68856263.0,comedy,Doug E. Doug,Cool Runnings ,69733,2496,Malik Yoba,1.0,bobsled|coach|jamaica|olympic games|olympics,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,97.0,English,USA,PG,15000000.0,1993.0,730.0,6.9,1.85,0,53856263.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Kevin Donovan,81.0,98.0,11.0,107.0,Debi Mazar,966.0,50189179.0,action,Romany Malco,The Tuxedo ,61966,2018,Ritchie Coster,2.0,chauffeur|hospital|secret agent|spying|tuxedo,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,207.0,English,USA,PG-13,60000000.0,2002.0,680.0,5.3,1.85,797,-9810821.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Steven Brill,87.0,90.0,65.0,658.0,Jon Lovitz,11000.0,39442871.0,fantasy,Adam Sandler,Little Nicky ,80639,25190,Michael McKean,0.0,angel|devil|flask|hell|the devil,http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,237.0,English,USA,PG-13,80000000.0,2000.0,11000.0,5.3,1.85,0,-40557129.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Robert Schwentke,231.0,98.0,124.0,354.0,Michael Irby,931.0,89706988.0,mystery,Erika Christensen,Flightplan ,126746,2287,Haley Ramm,1.0,captain|flight|flight attendant|plane|search,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,600.0,English,USA,PG-13,55000000.0,2005.0,507.0,6.2,2.35,0,34706988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Mark Neveldine,287.0,96.0,83.0,1000.0,Spencer Wilding,12000.0,51774002.0,action,Nicolas Cage,Ghost Rider: Spirit of Vengeance ,87745,16121,Christopher Lambert,1.0,deal with the devil|devil|eastern europe|ghost rider|monk,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,331.0,English,USA,PG-13,57000000.0,2011.0,1000.0,4.3,2.35,18000,-5225998.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Burr Steers,191.0,102.0,23.0,651.0,Hunter Parrish,2000.0,64149837.0,family,Matthew Perry,17 Again ,146899,7009,Thomas Lennon,1.0,adult as child|father son relationship|high school student|janitor|school,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000.0,2009.0,2000.0,6.4,2.35,0,44149837.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Ron Clements,124.0,90.0,63.0,631.0,Frank Welker,49000.0,217350219.0,animation,Robin Williams,Aladdin ,260939,52970,Scott Weinger,0.0,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244.0,English,USA,G,28000000.0,1992.0,2000.0,8.0,1.33,0,189350219.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Steve Miner,242.0,87.0,49.0,59.0,Adrienne King,309.0,19100000.0,thriller,Betsy Palmer,Friday the 13th Part 2 ,39690,707,Amy Steel,0.0,ice pick|jason voorhees|lake|pitchfork|shack,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,394.0,English,USA,R,1250000.0,1981.0,121.0,6.1,1.85,0,17850000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
Les Mayfield,40.0,93.0,10.0,405.0,Dave Chappelle,789.0,68208190.0,thriller,Peter Greene,Blue Streak ,60572,2986,Tamala Jones,1.0,detective|diamond|jewel|police|thief,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,144.0,English,USA,PG-13,65000000.0,1999.0,744.0,6.3,1.85,0,3208190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
Henry Selick,310.0,100.0,253.0,57.0,Dawn French,309.0,75280058.0,family,Jennifer Saunders,Coraline ,143121,647,John Hodgman,1.0,dream|new home|parallel worlds|scissors|secret door,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,279.0,English,USA,PG,60000000.0,2009.0,229.0,7.7,1.85,10000,15280058.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
James Mather,289.0,95.0,4.0,80.0,Vincent Regan,788.0,14291570.0,action,Joseph Gilgun,Lockout ,82082,1414,Jacky Ido,2.0,bodyguard|maximum security prison|outer space|president|prison,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,236.0,English,France,PG-13,20000000.0,2012.0,447.0,6.1,2.35,10000,-5708430.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Steve Hickner,194.0,91.0,58.0,826.0,Oprah Winfrey,2000.0,126597121.0,comedy,Matthew Broderick,Bee Movie ,105902,6576,Rip Torn,0.0,bee|dream sequence|egg|scatological humor|squashed bug,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,206.0,English,USA,PG,150000000.0,2007.0,852.0,6.2,1.85,0,-23402879.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Jennifer Yuh Nelson,284.0,90.0,90.0,15.0,Gary Oldman,11000.0,165230261.0,animation,Angelina Jolie Pitt,Kung Fu Panda 2 ,182718,21015,Mike Bell,0.0,china|kung fu|panda|peacock|tigress,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209.0,English,USA,PG,150000000.0,2011.0,10000.0,7.3,2.35,20000,15230261.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Chris Miller,246.0,90.0,50.0,397.0,Constance Marie,4000.0,149234747.0,action,Salma Hayek,Puss in Boots ,114287,5046,Amy Sedaris,0.0,betrayal|egg|friend|goose|hero,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,137.0,English,USA,PG,130000000.0,2011.0,442.0,6.7,2.35,16000,19234747.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Mike Leigh,262.0,150.0,608.0,43.0,Ruth Sheen,149.0,3958500.0,history,Lesley Manville,Mr. Turner ,17933,390,Karl Johnson,0.0,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165.0,English,UK,R,8200000.0,2014.0,44.0,6.8,2.35,0,-4241500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Sydney Pollack,56.0,154.0,521.0,957.0,Holly Hunter,10000.0,158348400.0,drama,Tom Cruise,The Firm ,88844,14244,Wilford Brimley,0.0,bar|fbi|law|law firm|lawyer,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,142.0,English,USA,R,42000000.0,1993.0,1000.0,6.8,1.85,0,116348400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Jon M. Chu,351.0,122.0,209.0,934.0,Dwayne Johnson,17000.0,122512052.0,adventure,Channing Tatum,G.I. Joe: Retaliation ,146352,31958,Elodie Yung,6.0,general|gi joe|martial arts|ninja|president,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,288.0,English,USA,PG-13,130000000.0,2013.0,12000.0,5.8,2.35,42000,-7487948.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Antoine Fuqua,89.0,142.0,845.0,787.0,Tom Skerritt,13000.0,43426961.0,drama,Bruce Willis,Tears of the Sun ,93494,16580,Cole Hauser,1.0,dictator|doctor|jungle|rebel|refugee,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394.0,English,USA,R,70000000.0,2003.0,1000.0,6.6,2.35,0,-26573039.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Chris Columbus,232.0,174.0,0.0,9000.0,Rupert Grint,11000.0,261970615.0,mystery,Daniel Radcliffe,Harry Potter and the Chamber of Secrets ,387616,35672,Emma Watson,1.0,bildungsroman|flying broom|invisibility cloak|monster|wizardry,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1,858.0,English,UK,PG,100000000.0,2002.0,10000.0,7.4,2.35,0,161970615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Robert Eggers,425.0,92.0,22.0,159.0,Kate Dickie,648.0,25138292.0,horror,Julian Richings,The Witch ,66483,1122,Ralph Ineson,0.0,black magic|goat|isolation|naked woman|witch,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,452.0,English,USA,R,3500000.0,2015.0,191.0,6.8,1.66,43000,21638292.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Paul Thomas Anderson,153.0,155.0,0.0,170.0,Nicole Ari Parker,3000.0,26384919.0,drama,Don Cheadle,Boogie Nights ,189032,3677,Nina Hartley,15.0,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,560.0,English,USA,R,15000000.0,1997.0,360.0,7.9,2.35,0,11384919.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Andy Tennant,176.0,112.0,72.0,715.0,Ray Winstone,11000.0,70224196.0,romance,Matthew McConaughey,Fool's Gold ,59352,13827,Alexis Dziena,0.0,debt|rapper|treasure|treasure hunter|yacht,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,138.0,English,USA,PG-13,70000000.0,2008.0,1000.0,5.6,2.35,0,224196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
Rob Reiner,107.0,94.0,0.0,197.0,Annie Parisse,712.0,15155772.0,comedy,Yaya DaCosta,And So It Goes ,8895,1673,Frankie Valli,2.0,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,48.0,English,USA,PG-13,18000000.0,2014.0,341.0,5.7,2.35,3000,-2844228.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Spike Lee,158.0,160.0,0.0,826.0,Omari Hardwick,23000.0,7916887.0,war,Joseph Gordon-Levitt,Miracle at St. Anna ,15697,26982,Laz Alonso,0.0,boy|german soldier|partisan|trapped|village,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,182.0,English,USA,R,45000000.0,2008.0,1000.0,6.0,2.35,0,-37083113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
Ava DuVernay,364.0,128.0,151.0,852.0,Tom Wilkinson,1000.0,52066000.0,drama,David Oyelowo,Selma ,61114,3869,Oprah Winfrey,0.0,civil rights|courage|protest|selma alabama|u.s. politics,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,212.0,English,UK,PG-13,20000000.0,2014.0,1000.0,7.5,2.35,22000,32066000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
Caroline Link,73.0,141.0,11.0,8.0,Juliane Köhler,56.0,6173485.0,biography,Merab Ninidze,Nowhere in Africa ,10672,105,Matthias Habich,0.0,breasts|farm|jew|kenya|tween girl,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,84.0,English,Germany,R,7000000.0,2001.0,36.0,7.7,2.35,802,-826515.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Michael Lehmann,60.0,100.0,36.0,554.0,James Coburn,13000.0,17218080.0,comedy,Bruce Willis,Hudson Hawk ,43376,15944,Richard E. Grant,0.0,blackmail|burglar|critically bashed|leonardo da vinci|prison,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,249.0,English,USA,R,70000000.0,1991.0,773.0,5.7,1.85,0,-52781920.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Shane Acker,263.0,79.0,30.0,265.0,Alan Oppenheimer,940.0,31743332.0,animation,Martin Landau,9 ,111117,1594,Tom Kane,0.0,hope|key|machine|number|rag doll,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,245.0,English,USA,PG-13,30000000.0,2009.0,271.0,7.1,1.85,13000,1743332.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Peter Segal,211.0,113.0,88.0,785.0,Sylvester Stallone,22000.0,29802761.0,comedy,Robert De Niro,Grudge Match ,46480,36009,Oscar Gale,1.0,broke|promoter|retirement|trainer|training,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,115.0,English,USA,PG-13,40000000.0,2013.0,13000.0,6.4,1.85,12000,-10197239.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Jon Avnet,198.0,101.0,50.0,1000.0,Al Pacino,22000.0,40076438.0,drama,Robert De Niro,Righteous Kill ,73368,38809,50 Cent,2.0,blood splatter|execution|new york city|nypd|serial killer,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,248.0,English,USA,R,60000000.0,2008.0,14000.0,6.0,2.35,0,-19923562.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
